Iteration: 100, Eval Loss: 5.498298168182373
Iteration: 5600, Eval Loss: 2.39155912399292
Iteration: 5700, Eval Loss: 2.3497416973114014
Iteration: 5800, Eval Loss: 2.30790114402771
Iteration: 5900, Eval Loss: 2.371528148651123
Iteration: 6000, Eval Loss: 2.3551526069641113
Iteration: 6100, Eval Loss: 2.387890577316284
Iteration: 6200, Eval Loss: 2.375368595123291
Iteration: 6300, Eval Loss: 2.335552453994751
Iteration: 6400, Eval Loss: 2.3471884727478027
Iteration: 6500, Eval Loss: 2.373297929763794
Iteration: 6600, Eval Loss: 2.3190670013427734
Iteration: 6700, Eval Loss: 2.391496181488037
Iteration: 6800, Eval Loss: 2.3485162258148193
Iteration: 6900, Eval Loss: 2.3238508701324463
Iteration: 7000, Eval Loss: 2.298736572265625
Iteration: 7100, Eval Loss: 2.3075978755950928
Iteration: 7200, Eval Loss: 2.3440802097320557
Iteration: 7300, Eval Loss: 2.325303554534912
Iteration: 7400, Eval Loss: 2.3255362510681152
Iteration: 7500, Eval Loss: 2.272623300552368
Iteration: 7600, Eval Loss: 2.3001813888549805
Iteration: 7700, Eval Loss: 2.2492053508758545
Iteration: 7800, Eval Loss: 2.323428153991699
Iteration: 7900, Eval Loss: 2.3362314701080322
Iteration: 8000, Eval Loss: 2.2988781929016113
Iteration: 8100, Eval Loss: 2.2880032062530518
Iteration: 8200, Eval Loss: 2.286184549331665
Iteration: 8300, Eval Loss: 2.29008150100708
Iteration: 8400, Eval Loss: 2.283601760864258
Iteration: 8500, Eval Loss: 2.2768850326538086
Iteration: 8600, Eval Loss: 2.2711286544799805
Iteration: 8700, Eval Loss: 2.3023507595062256
Iteration: 8800, Eval Loss: 2.237060308456421
Iteration: 8900, Eval Loss: 2.2535245418548584
Iteration: 9000, Eval Loss: 2.2401576042175293
Iteration: 9100, Eval Loss: 2.213566303253174
Iteration: 9200, Eval Loss: 2.259962797164917
Iteration: 9300, Eval Loss: 2.287350654602051
Iteration: 9400, Eval Loss: 2.2711331844329834
Iteration: 9500, Eval Loss: 2.2623729705810547
Iteration: 9600, Eval Loss: 2.162973642349243
Iteration: 9700, Eval Loss: 2.2777836322784424
Iteration: 9800, Eval Loss: 2.295677423477173
Iteration: 9900, Eval Loss: 2.2413229942321777
Iteration: 10000, Eval Loss: 2.272716999053955
Iteration: 10100, Eval Loss: 2.2229442596435547
Iteration: 10200, Eval Loss: 2.224334955215454
Iteration: 10300, Eval Loss: 2.2124276161193848
Iteration: 10400, Eval Loss: 2.255506992340088
Iteration: 10500, Eval Loss: 2.2199463844299316
Iteration: 10600, Eval Loss: 2.231355905532837
Iteration: 10700, Eval Loss: 2.2134811878204346
Iteration: 10800, Eval Loss: 2.2751572132110596
Iteration: 10900, Eval Loss: 2.1862781047821045
Iteration: 11000, Eval Loss: 2.2047641277313232
Iteration: 11100, Eval Loss: 2.18591570854187
Iteration: 11200, Eval Loss: 2.157691478729248
Iteration: 11300, Eval Loss: 2.2117669582366943
Iteration: 11400, Eval Loss: 2.166489362716675
Iteration: 11500, Eval Loss: 2.181307792663574
Iteration: 11600, Eval Loss: 2.2125368118286133
Iteration: 11700, Eval Loss: 2.1974411010742188
Iteration: 11800, Eval Loss: 2.14640736579895
Iteration: 11900, Eval Loss: 2.1664533615112305
Iteration: 12000, Eval Loss: 2.208552598953247
Iteration: 12100, Eval Loss: 2.1822187900543213
Iteration: 12200, Eval Loss: 2.2511651515960693
Iteration: 12300, Eval Loss: 2.180840015411377
Iteration: 12400, Eval Loss: 2.165632963180542
Iteration: 12500, Eval Loss: 2.2041447162628174
Iteration: 12600, Eval Loss: 2.1639487743377686
Iteration: 12700, Eval Loss: 2.1784276962280273
Iteration: 12800, Eval Loss: 2.116194725036621
Iteration: 12900, Eval Loss: 2.175477981567383
Iteration: 13000, Eval Loss: 2.13887095451355
Iteration: 13100, Eval Loss: 2.1744635105133057
Iteration: 13200, Eval Loss: 2.1865851879119873
Iteration: 13300, Eval Loss: 2.1625802516937256
Iteration: 13400, Eval Loss: 2.157231092453003
Iteration: 13500, Eval Loss: 2.138120651245117
Iteration: 13600, Eval Loss: 2.1721115112304688
Iteration: 13700, Eval Loss: 2.1442086696624756
Iteration: 13800, Eval Loss: 2.1822640895843506
Iteration: 13900, Eval Loss: 2.166386842727661
Iteration: 14000, Eval Loss: 2.1230602264404297
Iteration: 14100, Eval Loss: 2.1037888526916504
Iteration: 14200, Eval Loss: 2.1365509033203125
Iteration: 14300, Eval Loss: 2.170081377029419
Iteration: 14400, Eval Loss: 2.161489725112915
Iteration: 14500, Eval Loss: 2.1139941215515137
Iteration: 14600, Eval Loss: 2.15394926071167
Iteration: 14700, Eval Loss: 2.1632797718048096
Iteration: 14800, Eval Loss: 2.119288444519043
Iteration: 14900, Eval Loss: 2.1417977809906006
Iteration: 15000, Eval Loss: 2.128905773162842
Iteration: 15100, Eval Loss: 2.143232583999634
Iteration: 15200, Eval Loss: 2.1579301357269287
Iteration: 15300, Eval Loss: 2.135266065597534
Iteration: 15400, Eval Loss: 2.1146204471588135
Iteration: 15500, Eval Loss: 2.130737066268921
Iteration: 15600, Eval Loss: 2.0591719150543213
Iteration: 15700, Eval Loss: 2.1172304153442383
Iteration: 15800, Eval Loss: 2.1079399585723877
Iteration: 15900, Eval Loss: 2.136589288711548
Iteration: 16000, Eval Loss: 2.1483378410339355
Iteration: 16100, Eval Loss: 2.1602320671081543
Iteration: 16200, Eval Loss: 2.1045215129852295
Iteration: 16300, Eval Loss: 2.0776309967041016
Iteration: 16400, Eval Loss: 2.071718215942383
Iteration: 16500, Eval Loss: 2.116007089614868
Iteration: 16600, Eval Loss: 2.054316759109497
Iteration: 16700, Eval Loss: 2.0436923503875732
Iteration: 16800, Eval Loss: 2.078277587890625
Iteration: 16900, Eval Loss: 2.1038570404052734
Iteration: 17000, Eval Loss: 2.1006925106048584
Iteration: 17100, Eval Loss: 2.0889291763305664
Iteration: 17200, Eval Loss: 2.0873215198516846
Iteration: 17300, Eval Loss: 2.0983002185821533
Iteration: 17400, Eval Loss: 2.0822556018829346
Iteration: 17500, Eval Loss: 2.1076231002807617
Iteration: 17600, Eval Loss: 2.056061029434204
Iteration: 17700, Eval Loss: 2.077162504196167
Iteration: 17800, Eval Loss: 2.08558988571167
Iteration: 17900, Eval Loss: 2.0380492210388184
Iteration: 18000, Eval Loss: 2.1429238319396973
Iteration: 18100, Eval Loss: 2.119608163833618
Iteration: 18200, Eval Loss: 2.097771167755127
Iteration: 18300, Eval Loss: 2.0914175510406494
Iteration: 18400, Eval Loss: 2.104182720184326
Iteration: 18500, Eval Loss: 2.056196928024292
Iteration: 18600, Eval Loss: 2.099325656890869
Iteration: 18700, Eval Loss: 2.025489330291748
Iteration: 18800, Eval Loss: 2.1018331050872803
Iteration: 18900, Eval Loss: 2.024991989135742
Iteration: 19000, Eval Loss: 2.0799243450164795
Iteration: 19100, Eval Loss: 2.0589447021484375
Iteration: 19200, Eval Loss: 1.9909355640411377
Iteration: 19300, Eval Loss: 2.023266553878784
Iteration: 19400, Eval Loss: 2.02876615524292
Iteration: 19500, Eval Loss: 2.0755319595336914
Iteration: 19600, Eval Loss: 2.045393943786621
Iteration: 19700, Eval Loss: 2.046924352645874
Iteration: 19800, Eval Loss: 2.0246784687042236
Iteration: 19900, Eval Loss: 2.07598614692688
Iteration: 20000, Eval Loss: 2.0893356800079346
Iteration: 20100, Eval Loss: 2.0751383304595947
Iteration: 20200, Eval Loss: 2.0587522983551025
Iteration: 20300, Eval Loss: 2.043221950531006
Iteration: 20400, Eval Loss: 2.029664993286133
Iteration: 20500, Eval Loss: 2.0328409671783447
Iteration: 20600, Eval Loss: 2.0357351303100586
Iteration: 20700, Eval Loss: 2.0369603633880615
Iteration: 20800, Eval Loss: 2.025603771209717
Iteration: 20900, Eval Loss: 2.0200936794281006
Iteration: 21000, Eval Loss: 2.0698812007904053
Iteration: 21100, Eval Loss: 2.0545494556427
Iteration: 21200, Eval Loss: 1.9969011545181274
Iteration: 21300, Eval Loss: 2.0118393898010254
Iteration: 21400, Eval Loss: 2.0002927780151367
Iteration: 21500, Eval Loss: 2.039457321166992
Iteration: 21600, Eval Loss: 2.0503785610198975
Iteration: 21700, Eval Loss: 2.015326976776123
Iteration: 21800, Eval Loss: 2.0208165645599365
Iteration: 21900, Eval Loss: 2.051903009414673
Iteration: 22000, Eval Loss: 2.0435147285461426
Iteration: 22100, Eval Loss: 2.0257389545440674
Iteration: 22200, Eval Loss: 2.0374813079833984
Iteration: 22300, Eval Loss: 2.0483973026275635
Iteration: 22400, Eval Loss: 2.039930820465088
Iteration: 22500, Eval Loss: 2.0002501010894775
Iteration: 22600, Eval Loss: 2.0517008304595947
Iteration: 22700, Eval Loss: 2.0135648250579834
Iteration: 22800, Eval Loss: 2.0401995182037354
Iteration: 22900, Eval Loss: 2.0166354179382324
Iteration: 23000, Eval Loss: 2.032594680786133
Iteration: 23100, Eval Loss: 1.9981112480163574
Iteration: 23200, Eval Loss: 2.019606351852417
Iteration: 23300, Eval Loss: 1.9868769645690918
Iteration: 23400, Eval Loss: 2.017512798309326
Iteration: 23500, Eval Loss: 2.030601978302002
Iteration: 23600, Eval Loss: 2.0455634593963623
Iteration: 23700, Eval Loss: 2.026165246963501
Iteration: 23800, Eval Loss: 1.988876461982727
Iteration: 23900, Eval Loss: 1.9993780851364136
Iteration: 24000, Eval Loss: 2.028132915496826
Iteration: 24100, Eval Loss: 2.012176036834717
Iteration: 24200, Eval Loss: 2.0052638053894043
Iteration: 24300, Eval Loss: 2.012690544128418
Iteration: 24400, Eval Loss: 2.015432357788086
Iteration: 24500, Eval Loss: 2.002473831176758
Iteration: 24600, Eval Loss: 2.0405824184417725
Iteration: 24700, Eval Loss: 1.9464088678359985
Iteration: 24800, Eval Loss: 2.064282178878784
Iteration: 24900, Eval Loss: 1.9964905977249146
Iteration: 25000, Eval Loss: 2.01961088180542
Iteration: 25100, Eval Loss: 1.9529458284378052
Iteration: 25200, Eval Loss: 1.9891737699508667
Iteration: 25300, Eval Loss: 2.0224220752716064
Iteration: 25400, Eval Loss: 1.9500559568405151
Iteration: 25500, Eval Loss: 2.002380132675171
Iteration: 25600, Eval Loss: 2.007033348083496
Iteration: 25700, Eval Loss: 2.0348219871520996
Iteration: 25800, Eval Loss: 1.9792311191558838
Iteration: 25900, Eval Loss: 1.9721269607543945
Iteration: 26000, Eval Loss: 1.968803882598877
Iteration: 26100, Eval Loss: 2.0090861320495605
Iteration: 26200, Eval Loss: 1.9804282188415527
Iteration: 26300, Eval Loss: 1.9986910820007324
Iteration: 26400, Eval Loss: 1.9545377492904663
Iteration: 26500, Eval Loss: 2.0054659843444824
Iteration: 26600, Eval Loss: 1.9940117597579956
Iteration: 26700, Eval Loss: 1.97383451461792
Iteration: 26800, Eval Loss: 1.9994069337844849
Iteration: 26900, Eval Loss: 1.97549569606781
Iteration: 27000, Eval Loss: 1.9833523035049438
Iteration: 27100, Eval Loss: 2.031684160232544
Iteration: 27200, Eval Loss: 1.9752144813537598
Iteration: 27300, Eval Loss: 2.007929563522339
Iteration: 27400, Eval Loss: 1.9744137525558472
Iteration: 27500, Eval Loss: 1.9929795265197754
Iteration: 27600, Eval Loss: 1.9739786386489868
Iteration: 27700, Eval Loss: 1.9386627674102783
Iteration: 27800, Eval Loss: 1.965157389640808
Iteration: 27900, Eval Loss: 1.9913936853408813
Iteration: 28000, Eval Loss: 1.9980217218399048
Iteration: 28100, Eval Loss: 1.9650532007217407
Iteration: 28200, Eval Loss: 2.0035696029663086
Iteration: 28300, Eval Loss: 1.99726402759552
Iteration: 28400, Eval Loss: 1.9867702722549438
Iteration: 28500, Eval Loss: 1.955345869064331
Iteration: 28600, Eval Loss: 1.920358419418335
Iteration: 28700, Eval Loss: 1.9633774757385254
Iteration: 28800, Eval Loss: 1.9997978210449219
Iteration: 28900, Eval Loss: 1.9656157493591309
Iteration: 29000, Eval Loss: 1.9600709676742554
Iteration: 29100, Eval Loss: 1.9838097095489502
Iteration: 29200, Eval Loss: 1.9419492483139038
Iteration: 29300, Eval Loss: 1.9754118919372559
Iteration: 29400, Eval Loss: 1.978454351425171
Iteration: 29500, Eval Loss: 1.9933048486709595
Iteration: 29600, Eval Loss: 1.9825539588928223
Iteration: 29700, Eval Loss: 2.0103299617767334
Iteration: 29800, Eval Loss: 1.9084539413452148
Iteration: 29900, Eval Loss: 1.9768060445785522
Iteration: 30000, Eval Loss: 1.9549500942230225
Iteration: 30100, Eval Loss: 1.9496263265609741
Iteration: 30200, Eval Loss: 1.9710279703140259
Iteration: 30300, Eval Loss: 1.9685384035110474
Iteration: 30400, Eval Loss: 1.9496833086013794
Iteration: 30500, Eval Loss: 1.9742366075515747
Iteration: 30600, Eval Loss: 1.9727325439453125
Iteration: 30700, Eval Loss: 2.0049428939819336
Iteration: 30800, Eval Loss: 1.9840048551559448
Iteration: 30900, Eval Loss: 1.9296232461929321
Iteration: 31000, Eval Loss: 1.9349054098129272
Iteration: 31100, Eval Loss: 1.9682096242904663
Iteration: 31200, Eval Loss: 1.9319236278533936
Iteration: 31300, Eval Loss: 1.95248281955719
Iteration: 31400, Eval Loss: 1.9556523561477661
Iteration: 31500, Eval Loss: 1.9159915447235107
Iteration: 31600, Eval Loss: 1.9392369985580444
Iteration: 31700, Eval Loss: 1.918297529220581
Iteration: 31800, Eval Loss: 1.969995379447937
Iteration: 31900, Eval Loss: 1.9241420030593872
Iteration: 32000, Eval Loss: 1.9406962394714355
Iteration: 32100, Eval Loss: 1.9287041425704956
Iteration: 32200, Eval Loss: 1.946049690246582
Iteration: 32300, Eval Loss: 1.9420422315597534
Iteration: 32400, Eval Loss: 1.9515889883041382
Iteration: 32500, Eval Loss: 1.9256932735443115
Iteration: 32600, Eval Loss: 1.9944720268249512
Iteration: 32700, Eval Loss: 1.929015874862671
Iteration: 32800, Eval Loss: 1.9591476917266846
Iteration: 32900, Eval Loss: 1.9298733472824097
Iteration: 33000, Eval Loss: 1.983894944190979
Iteration: 33100, Eval Loss: 1.936321496963501
Iteration: 33200, Eval Loss: 1.905143141746521
Iteration: 33300, Eval Loss: 1.8986927270889282
Iteration: 33400, Eval Loss: 1.9031956195831299
Iteration: 33500, Eval Loss: 1.9662703275680542
Iteration: 33600, Eval Loss: 1.9433797597885132
Iteration: 33700, Eval Loss: 1.9291566610336304
Iteration: 33800, Eval Loss: 1.9593720436096191
Iteration: 33900, Eval Loss: 1.9116452932357788
Iteration: 34000, Eval Loss: 1.9049546718597412
Iteration: 34100, Eval Loss: 1.963028907775879
Iteration: 34200, Eval Loss: 1.9176281690597534
Iteration: 34300, Eval Loss: 1.9644125699996948
Iteration: 34400, Eval Loss: 1.9221466779708862
Iteration: 34500, Eval Loss: 1.9384541511535645
Iteration: 34600, Eval Loss: 1.9157849550247192
Iteration: 34700, Eval Loss: 1.9737043380737305
Iteration: 34800, Eval Loss: 1.9591975212097168
Iteration: 34900, Eval Loss: 1.9486535787582397
Iteration: 35000, Eval Loss: 1.9862523078918457
Iteration: 35100, Eval Loss: 1.9359161853790283
Iteration: 35200, Eval Loss: 1.9580838680267334
Iteration: 35300, Eval Loss: 1.8906760215759277
Iteration: 35400, Eval Loss: 1.9657074213027954
Iteration: 35500, Eval Loss: 1.9907482862472534
Iteration: 35600, Eval Loss: 1.8993785381317139
Iteration: 35700, Eval Loss: 1.8934142589569092
Iteration: 35800, Eval Loss: 1.9056981801986694
Iteration: 35900, Eval Loss: 1.9263908863067627
Iteration: 36000, Eval Loss: 1.9006725549697876
Iteration: 36100, Eval Loss: 1.9597177505493164
Iteration: 36200, Eval Loss: 1.9289377927780151
Iteration: 36300, Eval Loss: 1.96079421043396
Iteration: 36400, Eval Loss: 1.882195234298706
Iteration: 36500, Eval Loss: 1.9513578414916992
Iteration: 36600, Eval Loss: 1.944386601448059
Iteration: 36700, Eval Loss: 1.9615488052368164
Iteration: 36800, Eval Loss: 1.9034924507141113
Iteration: 36900, Eval Loss: 1.933615803718567
Iteration: 37000, Eval Loss: 1.8975948095321655
Iteration: 37100, Eval Loss: 1.9194597005844116
Iteration: 37200, Eval Loss: 1.968415379524231
Iteration: 37300, Eval Loss: 1.9186049699783325
Iteration: 37400, Eval Loss: 1.8835561275482178
Iteration: 37500, Eval Loss: 1.9244078397750854
Iteration: 37600, Eval Loss: 1.8957730531692505
Iteration: 37700, Eval Loss: 1.9188567399978638
Iteration: 37800, Eval Loss: 1.8879109621047974
Iteration: 37900, Eval Loss: 1.9287678003311157
Iteration: 38000, Eval Loss: 1.9107767343521118
Iteration: 38100, Eval Loss: 1.9415596723556519
Iteration: 38200, Eval Loss: 1.9600951671600342
Iteration: 38300, Eval Loss: 1.9125252962112427
Iteration: 38400, Eval Loss: 1.9108728170394897
Iteration: 38500, Eval Loss: 1.9092061519622803
Iteration: 38600, Eval Loss: 1.9123510122299194
Iteration: 38700, Eval Loss: 1.94120454788208
Iteration: 38800, Eval Loss: 1.9641571044921875
Iteration: 38900, Eval Loss: 1.913818597793579
Iteration: 39000, Eval Loss: 1.932381272315979
Iteration: 39100, Eval Loss: 1.8907175064086914
Iteration: 39200, Eval Loss: 1.9586066007614136
Iteration: 39300, Eval Loss: 1.9287875890731812
Iteration: 39400, Eval Loss: 1.9012001752853394
Iteration: 39500, Eval Loss: 1.8932660818099976
Iteration: 39600, Eval Loss: 1.9281120300292969
Iteration: 39700, Eval Loss: 1.9268070459365845
Iteration: 39800, Eval Loss: 1.8945566415786743
Iteration: 39900, Eval Loss: 1.9112201929092407
Iteration: 40000, Eval Loss: 1.8712821006774902
Iteration: 40100, Eval Loss: 1.847310185432434
Iteration: 40200, Eval Loss: 1.9415639638900757
Iteration: 40300, Eval Loss: 1.9058252573013306
Iteration: 40400, Eval Loss: 1.9375633001327515
Iteration: 40500, Eval Loss: 1.8721160888671875
Iteration: 40600, Eval Loss: 1.9046545028686523
Iteration: 40700, Eval Loss: 1.9055497646331787
Iteration: 40800, Eval Loss: 1.950376033782959
Iteration: 40900, Eval Loss: 1.8714016675949097
Iteration: 41000, Eval Loss: 1.9073320627212524
Iteration: 41100, Eval Loss: 1.9659196138381958
Iteration: 41200, Eval Loss: 1.9149965047836304
Iteration: 41300, Eval Loss: 1.8466253280639648
Iteration: 41400, Eval Loss: 1.8829420804977417
Iteration: 41500, Eval Loss: 1.910496473312378
Iteration: 41600, Eval Loss: 1.8818989992141724
Iteration: 41700, Eval Loss: 1.9033892154693604
Iteration: 41800, Eval Loss: 1.918021559715271
Iteration: 41900, Eval Loss: 1.910938024520874
Iteration: 42000, Eval Loss: 1.914363980293274
Iteration: 42100, Eval Loss: 1.8775317668914795
Iteration: 42200, Eval Loss: 1.871545433998108
Iteration: 42300, Eval Loss: 1.8909920454025269
Iteration: 42400, Eval Loss: 1.8808685541152954
Iteration: 42500, Eval Loss: 1.9122520685195923
Iteration: 42600, Eval Loss: 1.8852471113204956
Iteration: 42700, Eval Loss: 1.8876062631607056
Iteration: 42800, Eval Loss: 1.9029656648635864
Iteration: 42900, Eval Loss: 1.8872179985046387
Iteration: 43000, Eval Loss: 1.8796747922897339
Iteration: 43100, Eval Loss: 1.8763073682785034
Iteration: 43200, Eval Loss: 1.9437751770019531
Iteration: 43300, Eval Loss: 1.9238649606704712
Iteration: 43400, Eval Loss: 1.922667145729065
Iteration: 43500, Eval Loss: 1.8676598072052002
Iteration: 43600, Eval Loss: 1.9037213325500488
Iteration: 43700, Eval Loss: 1.90694260597229
Iteration: 43800, Eval Loss: 1.877224087715149
Iteration: 43900, Eval Loss: 1.853511929512024
Iteration: 44000, Eval Loss: 1.9208580255508423
Iteration: 44100, Eval Loss: 1.9271351099014282
Iteration: 44200, Eval Loss: 1.875403642654419
Iteration: 44300, Eval Loss: 1.8865914344787598
Iteration: 44400, Eval Loss: 1.8776930570602417
Iteration: 44500, Eval Loss: 1.882286787033081
Iteration: 44600, Eval Loss: 1.8756382465362549
Iteration: 44700, Eval Loss: 1.8479400873184204
Iteration: 44800, Eval Loss: 1.8735076189041138
Iteration: 44900, Eval Loss: 1.873265266418457
Iteration: 45000, Eval Loss: 1.873409628868103
Iteration: 45100, Eval Loss: 1.8816826343536377
Iteration: 45200, Eval Loss: 1.8616589307785034
Iteration: 45300, Eval Loss: 1.8620115518569946
Iteration: 45400, Eval Loss: 1.8595013618469238
Iteration: 45500, Eval Loss: 1.8493338823318481
Iteration: 45600, Eval Loss: 1.8757330179214478
Iteration: 45700, Eval Loss: 1.8682328462600708
Iteration: 45800, Eval Loss: 1.9011526107788086
Iteration: 45900, Eval Loss: 1.8844751119613647
Iteration: 46000, Eval Loss: 1.9198235273361206
Iteration: 46100, Eval Loss: 1.879773497581482
Iteration: 46200, Eval Loss: 1.8731772899627686
Iteration: 46300, Eval Loss: 1.9339646100997925
Iteration: 46400, Eval Loss: 1.9431489706039429
Iteration: 46500, Eval Loss: 1.84055757522583
Iteration: 46600, Eval Loss: 1.8613276481628418
Iteration: 46700, Eval Loss: 1.8580634593963623
Iteration: 46800, Eval Loss: 1.8898266553878784
Iteration: 46900, Eval Loss: 1.8703086376190186
Iteration: 47000, Eval Loss: 1.8719711303710938
Iteration: 47100, Eval Loss: 1.8919646739959717
Iteration: 47200, Eval Loss: 1.9110409021377563
Iteration: 47300, Eval Loss: 1.8615063428878784
Iteration: 47400, Eval Loss: 1.9254034757614136
Iteration: 47500, Eval Loss: 1.8669780492782593
Iteration: 47600, Eval Loss: 1.860848069190979
Iteration: 47700, Eval Loss: 1.859852910041809
Iteration: 47800, Eval Loss: 1.8904643058776855
Iteration: 47900, Eval Loss: 1.8789883852005005
Iteration: 48000, Eval Loss: 1.8894904851913452
Iteration: 48100, Eval Loss: 1.898178219795227
Iteration: 48200, Eval Loss: 1.8742018938064575
Iteration: 48300, Eval Loss: 1.8904792070388794
Iteration: 48400, Eval Loss: 1.894505262374878
Iteration: 48500, Eval Loss: 1.873378872871399
Iteration: 48600, Eval Loss: 1.898788332939148
Iteration: 48700, Eval Loss: 1.8917466402053833
Iteration: 48800, Eval Loss: 1.831831455230713
Iteration: 48900, Eval Loss: 1.8837852478027344
Iteration: 49000, Eval Loss: 1.8975454568862915
Iteration: 49100, Eval Loss: 1.8869140148162842
Iteration: 49200, Eval Loss: 1.9322115182876587
Iteration: 49300, Eval Loss: 1.8784804344177246
Iteration: 49400, Eval Loss: 1.8522963523864746
Iteration: 49500, Eval Loss: 1.860033392906189
Iteration: 49600, Eval Loss: 1.8470462560653687
Iteration: 49700, Eval Loss: 1.8459157943725586
Iteration: 49800, Eval Loss: 1.8587934970855713
Iteration: 49900, Eval Loss: 1.8824559450149536
Iteration: 50000, Eval Loss: 1.8973901271820068
Iteration: 50100, Eval Loss: 1.8573492765426636
Iteration: 50200, Eval Loss: 1.861714243888855
Iteration: 50300, Eval Loss: 1.8380120992660522
Iteration: 50400, Eval Loss: 1.810639500617981
Iteration: 50500, Eval Loss: 1.8727997541427612
Iteration: 50600, Eval Loss: 1.8733413219451904
Iteration: 50700, Eval Loss: 1.8874822854995728
Iteration: 50800, Eval Loss: 1.8538029193878174
Iteration: 50900, Eval Loss: 1.9312331676483154
Iteration: 51000, Eval Loss: 1.8462473154067993
Iteration: 51100, Eval Loss: 1.8818674087524414
Iteration: 51200, Eval Loss: 1.8581287860870361
Iteration: 51300, Eval Loss: 1.8526979684829712
Iteration: 51400, Eval Loss: 1.8422915935516357
Iteration: 51500, Eval Loss: 1.8738822937011719
Iteration: 51600, Eval Loss: 1.8624814748764038
Iteration: 51700, Eval Loss: 1.8707478046417236
Iteration: 51800, Eval Loss: 1.9017558097839355
Iteration: 51900, Eval Loss: 1.8501052856445312
Iteration: 52000, Eval Loss: 1.889126181602478
Iteration: 52100, Eval Loss: 1.8335261344909668
Iteration: 52200, Eval Loss: 1.823958158493042
Iteration: 52300, Eval Loss: 1.780335545539856
Iteration: 52400, Eval Loss: 1.8398919105529785
Iteration: 52500, Eval Loss: 1.8493413925170898
Iteration: 52600, Eval Loss: 1.828579068183899
Iteration: 52700, Eval Loss: 1.8723782300949097
Iteration: 52800, Eval Loss: 1.8972408771514893
Iteration: 52900, Eval Loss: 1.8886064291000366
Iteration: 53000, Eval Loss: 1.883402705192566
Iteration: 53100, Eval Loss: 1.8733028173446655
Iteration: 53200, Eval Loss: 1.840895652770996
Iteration: 53300, Eval Loss: 1.8335347175598145
Iteration: 53400, Eval Loss: 1.857872486114502
Iteration: 53500, Eval Loss: 1.8366179466247559
Iteration: 53600, Eval Loss: 1.8674025535583496
Iteration: 53700, Eval Loss: 1.8747209310531616
Iteration: 53800, Eval Loss: 1.8329046964645386
Iteration: 53900, Eval Loss: 1.8569589853286743
Iteration: 54000, Eval Loss: 1.8426916599273682
Iteration: 54100, Eval Loss: 1.8396250009536743
Iteration: 54200, Eval Loss: 1.8605055809020996
Iteration: 54300, Eval Loss: 1.898498773574829
Iteration: 54400, Eval Loss: 1.811364769935608
